date,Open,High,Low,Close,Volume
2007-09-19,78.04000092,78.55999756,77.45999908,78.47000122,3109
2007-09-20,77.87000275,79.26999664,77.81999969,79.08999634,2426
2007-09-21,79.25,79.94999695,78.48000336,79.30000305,2768
2007-09-24,78.65000153,79.47000122,78.23000336,78.91000366,2619
2007-09-25,78.41999817,78.48000336,77.19000244,77.62000275,4042
2007-09-26,77.90000153,78.27999878,76.37999725,77.43000031,4071
2007-09-27,78.01000214,80.18000031,78.01000214,80.02999878,3604
2007-09-28,80.05999756,81.02999878,78.91999817,79.16999817,2607
2007-10-01,78.83000183,78.94000244,76.94000244,77.63999939,4079
2007-10-02,77.06999969,77.44999695,76.33000183,77.37999725,3748
2007-10-03,77.41999817,77.80999756,76.87000275,77.37999725,3765
2007-10-04,76.98000336,79.23999786,76.55999756,78.97000122,3821
2007-10-05,79.04000092,79.08000183,78.19000244,78.90000153,3024
2007-10-08,78.33999634,78.33999634,76.16000366,76.58000183,2623
2007-10-09,75.91999817,78.16000366,75.66999817,77.48999786,2981
2007-10-10,77.44000244,78.65000153,76.98999786,78.59999847,5814
2007-10-11,79.43000031,80.68000031,79.09999847,80.15000153,3076
2007-10-12,79.87000275,80.88999939,79.79000092,80.55000305,1864
2007-10-15,81.40000153,82.86000061,81.37000275,82.75,1211
2007-10-16,82.93000031,83.79000092,82.16999817,83.55000305,3747
2007-10-17,83.27999878,84.41000366,82.66999817,83.12999725,4623
2007-10-18,83.33999634,84.69999695,83.13999939,84.59999847,3256
2007-10-19,84.65000153,84.66000366,83.16999817,83.79000092,3570
2007-10-22,81.94999695,84.06999969,81.94999695,83.26999664,3145
2007-10-23,83.55999756,83.58000183,82.36000061,82.84999847,3005
2007-10-24,82.73999786,84.47000122,82.69999695,84.37000275,2766
2007-10-25,85.55999756,87.56999969,85.33000183,87.48000336,2467
2007-10-26,88.13999939,88.75,87.63999939,88.69000244,2952
2007-10-29,89.58999634,90.43000031,88.77999878,90.31999969,2303
2007-10-30,88.98000336,89.55000305,86.91000366,87.44000244,4041
2007-10-31,88.30999756,90.90000153,86.94000244,90.62999725,2093
2007-11-01,91.19999695,91.25,88.59999847,89.72000122,3831
2007-11-02,90.61000061,92.23000336,90.26000214,92.08000183,1781
2007-11-05,90.58000183,92.26999664,90.26000214,90.48999786,1992
2007-11-06,92.31999969,93.54000092,92.20999908,93.26000214,2594
2007-11-07,94.37999725,94.58999634,91.75,93.23999786,2778
2007-11-08,93.91999817,94.73999786,92.51999664,92.79000092,2421
2007-11-09,92.05000305,93.76999664,91.80999756,93.18000031,2177
2007-11-12,92.26000214,92.37999725,91,91.98000336,2000
2007-11-13,91.01000214,91.33999634,87.91000366,88.83000183,2488
2007-11-14,89.58000183,91.55000305,89.41999817,91.36000061,1082
2007-11-15,90.55999756,90.65000153,88.72000122,90.23000336,935
2007-11-16,90.93000031,91.94999695,90.88999939,91.62000275,1032
2007-11-19,92.31999969,92.51999664,91.01999664,92.27999878,986
2007-11-20,93.48000336,95.73000336,93.16000366,95.48999786,2063
2007-11-21,95.62999725,96.13999939,94.04000092,94.83999634,1649
2007-11-23,94.01000214,95.93000031,94.01000214,95.76000214,447
2007-11-26,95.97000122,96.12000275,94.29000092,95.31999969,1358
2007-11-27,93.86000061,93.86000061,92.43000031,92.51999664,2162
2007-11-28,92.95999908,93.37000275,89.66000366,89.80999756,2968
2007-11-29,91.72000122,91.93000031,89.75,90.22000122,2605
2007-11-30,88.70999908,90.15000153,87.91000366,88.26000214,1332
2007-12-03,87.65000153,90.02999878,87.05000305,89.80000305,1804
2007-12-04,90.01999664,90.34999847,88.98999786,89.52999878,1948
2007-12-05,91.01999664,91.22000122,88.37000275,88.48999786,1864
2007-12-06,87.5,90.62999725,87.05999756,90.18000031,2366
2007-12-07,89.97000122,90.41000366,87.55000305,88.63999939,1496
2007-12-10,88.20999908,89.83999634,87.5,88.04000092,1526
2007-12-11,88.51000214,90.36000061,88.19999695,89.98999786,1939
2007-12-12,90.38999939,94.44000244,90.38999939,94.01999664,1383
2007-12-13,94.04000092,94.33000183,92.01000214,92.12000275,1064
2007-12-14,92.30999756,93.30999756,91.12999725,91.69000244,2077
2007-12-17,91.80000305,92.33999634,90.15000153,91.29000092,1859
2007-12-18,91.58000183,92.87999725,89.36000061,90.12000275,1446
2007-12-19,90.69999695,92.27999878,89.79000092,91.48000336,1047
2007-12-20,92.23999786,92.23999786,90.70999908,90.87999725,1137
2007-12-21,90.76000214,92.91999817,90.70999908,92.45999908,885
2007-12-24,92.26999664,92.34999847,91.37999725,92.69999695,87
2007-12-26,93.08000183,95.04000092,92.83999634,93.94000244,1335
2007-12-27,94.11000061,95.86000061,93.56999969,94.77999878,1453
2007-12-28,95.19000244,95.84999847,93.84999847,93.87999725,1108
2007-12-31,93.90000153,95.26000214,93.27999878,93.84999847,1108
2008-01-02,94.30000305,98.01999664,94.19999695,97.83999634,1149
2008-01-03,97.5,98.47000122,97.06999969,97.59999847,1386
2008-01-04,97.73999786,97.88999939,96.20999908,96.79000092,1240
2008-01-07,96.81999969,97.45999908,93.73000336,94.38999939,1826
2008-01-08,95.44000244,96.66999817,94.51000214,95.54000092,1082
2008-01-09,95.63999939,96.70999908,94.12000275,94.37000275,1903
2008-01-10,94.23999786,94.83000183,92.16999817,92.22000122,2675
2008-01-11,91.68000031,92.55999756,90.84999847,91.06999969,1646
2008-01-14,91.19999695,93.01999664,91.19999695,92.91999817,1873
2008-01-15,92.95999908,93,90.36000061,90.98000336,1165
2008-01-16,89.94999695,90.47000122,88.31999969,89.5,918
2008-01-17,90.06999969,90.69000244,88.19999695,88.75,1170
2008-01-18,89.15000153,89.95999908,88.72000122,89.23000336,1170
2008-01-22,88.59999847,88.87000275,85.09999847,88.44999695,2072
2008-01-23,88.47000122,88.63999939,86.38999939,86.62000275,1197
2008-01-24,87.66000366,89.31999969,86.90000153,89.06999969,1392
2008-01-25,90.08999634,91.37000275,89.41000366,90.90000153,2660
2008-01-28,89.90000153,91.73999786,89.31999969,91.37999725,1328
2008-01-29,91.26999664,92.20999908,91.04000092,92,1358
2008-01-30,92.43000031,92.76000214,91.48000336,92.52999878,848
2008-01-31,91.44999695,92.80000305,90.19999695,92.20999908,1865
2008-02-01,91.41999817,92.44000244,88.98000336,89.44000244,2110
2008-02-04,89.01000214,91.11000061,88.66000366,90.40000153,1760
2008-02-05,89.48999786,89.73000336,88.08999634,88.81999969,1819
2008-02-06,88.51000214,89.56999969,87.55000305,87.77999878,1381
2008-02-07,87.5,88.75,86.84999847,88.51000214,3593
2008-02-08,89.65000153,92.30000305,89.11000061,91.94000244,2755
2008-02-11,92.04000092,94.51000214,91.11000061,93.52999878,1816
2008-02-12,92.56999969,94.12999725,92.22000122,92.86000061,1484
2008-02-13,93.52999878,93.98000336,92.40000153,93.31999969,708
2008-02-14,93.91000366,95.30999756,93.06999969,95.16000366,1054
2008-02-15,95.02999878,95.77999878,94.04000092,94.62999725,1054
2008-02-19,94.48000336,98.72000122,94.48000336,98.55999756,1837
2008-02-20,97.48000336,99.19999695,96.77999878,98.41999817,1361
2008-02-21,98.87999725,98.91999817,95.51000214,96.23999786,2049
2008-02-22,96.26000214,97.55000305,95.75,97.01000214,1117
2008-02-25,97.86000061,98.15000153,96.34999847,97.69000244,1547
2008-02-26,97.65000153,99.75,97.20999908,99.47000122,2272
2008-02-27,100.0599976,100.4899979,97.98999786,98.26999664,1629
2008-02-28,98.12999725,101.2799988,97.51000214,100.9000015,2029
2008-02-29,101.2399979,101.2399979,99.68000031,100.0999985,1601
2008-03-03,100.25,102.2600021,99.26000214,100.4800034,2539
2008-03-04,100.5999985,101.3099976,96.98999786,97.51999664,5074
2008-03-05,97.59999847,102.0199966,97.58000183,101.6399994,3129
2008-03-06,101.6200027,102.9199982,100.2900009,102.6100006,3977
2008-03-07,102.4199982,103.9400024,101.3899994,102.3799973,3166
2008-03-10,102.1900024,104.4199982,101.1999969,104.1600037,2395
2008-03-11,104.9499969,105.7900009,103.3099976,105.25,2684
2008-03-12,105.0999985,106.3899994,104.0199966,106.2699966,1607
2008-03-13,106.4000015,107.8600006,105.6299973,107.5400009,674
2008-03-14,106.1600037,106.9800034,105.0800018,106.1999969,768
2008-03-17,102.8700027,104.1699982,99.69000244,101.75,933
2008-03-18,102.0800018,106.1100006,101.7600021,105.5599976,1949
2008-03-19,103.9499969,104.25,100.1800003,100.7200012,2602
2008-03-20,99.93000031,100.7900009,97.98000336,100.3799973,1843
2008-03-24,99.62000275,101.2099991,99.05000305,99.86000061,615
2008-03-25,100.2600021,101.0699997,98.86000061,100.5999985,1484
2008-03-26,101.2900009,104.1200027,101.0199966,103.9899979,2573
2008-03-27,104.4000015,105.5400009,103.4400024,105,1559
2008-03-28,105.0899963,105.3700027,103.0400009,103.7699966,1039
2008-03-31,103.5299988,105.3099976,99.16000366,100.3000031,2274
2008-04-01,100.0299988,101.4700012,98.98000336,100.1699982,1611
2008-04-02,100.6800003,103.9700012,99.11000061,103.75,1605
2008-04-03,102.25,104.5,102.1299973,102.5199966,1190
2008-04-04,103.1100006,105.0299988,102.7399979,104.9000015,1108
2008-04-07,105.6100006,107.4899979,104.6299973,107.1399994,1121
2008-04-08,107.3799973,107.6500015,105.7200012,106.3399963,1189
2008-04-09,105.9700012,109.5199966,105.7900009,108.4700012,2562
2008-04-10,109.2399979,109.9499969,106.8399963,108.1999969,2029
2008-04-11,108.7099991,109.1100006,107.7300034,108.75,1574
2008-04-14,108.7200012,110.0100021,108.1299973,109.8399963,1079
2008-04-15,110.0899963,111.8700027,110.0899963,111.5800018,605
2008-04-16,111.6100006,112.8399963,110.1200027,112.6600037,1213
2008-04-17,112.8799973,113.2099991,111.8000031,112.4300003,1098
2008-04-18,111.8799973,114.1699982,110.6600037,113.9199982,936
2008-04-21,114.3000031,114.8600006,113.0599976,114.4300003,1016
2008-04-22,114.7900009,116.7300034,113.9599991,115.9499969,1396
2008-04-23,115.4199982,116.6399994,114.6299973,116.4599991,966
2008-04-24,115.6900024,116.8099976,112.6999969,114.3399963,2426
2008-04-25,113.6399994,117.5800018,112.5199966,116.3399963,1229
2008-04-28,116.9000015,117.4700012,116.0699997,116.7399979,630
2008-04-29,115.3199997,115.8399963,113.0400009,113.4300003,1545
2008-04-30,113.1399994,114.6299973,111.2399979,111.3600006,2069
2008-05-01,112.1100006,112.9199982,108.4499969,110.5,1253
2008-05-02,111.25,114.7699966,110.7200012,114.5599976,1433
2008-05-05,115.1999969,118.5699997,114.25,117.9899979,693
2008-05-06,118.3899994,121.0199966,117.7200012,120.3099976,1137
2008-05-07,120.6100006,122.7300034,119.3499985,122.3199997,1550
2008-05-08,122.0699997,123.8099976,120.9300003,122.8399963,854
2008-05-09,124.25,125.8700027,123.7699966,125.4000015,1383
2008-05-12,124.5899963,125.1699982,122.5400009,122.9100037,1327
2008-05-13,122.9499969,124.9400024,121.9300003,124.0999985,1721
2008-05-14,123.3000031,124.2600021,121.6200027,121.8600006,897
2008-05-15,123.6200027,125.5299988,120.1299973,122.6299973,296
2008-05-16,124.8700027,126.3099976,124.1600037,124.9899979,1345
2008-05-19,124.2600021,126.0100021,123.6500015,125.0599976,1030
2008-05-20,125.0299988,128.0500031,124.5400009,127.8399963,1055
2008-05-21,128.5200043,133.5899963,127.9199982,132.6999969,1442
2008-05-22,133.8200073,135.1100006,131.5200043,130.5099945,1953
2008-05-23,132.2200012,133.7299957,130.1100006,131.5700073,1953
2008-05-27,132.5599976,133.3800049,127.8700027,128.3099976,1968
2008-05-28,128.9600067,131.1399994,126.0800018,130.9299927,2178
2008-05-29,130.5500031,132.5500031,126.3000031,126.8899994,3138
2008-05-30,125.0999985,128.9700012,125.0999985,127.7799988,2604
2008-06-02,127.1100006,129.1999969,125.7399979,128.0200043,1457
2008-06-03,128.0399933,128.0599976,124.2200012,124.5800018,1691
2008-06-04,123.4499969,124.6699982,121.7200012,122.0999985,1157
2008-06-05,121.9899979,127.8399963,121.3899994,127.5400009,1422
2008-06-06,128.8099976,137.5399933,127.2799988,137.6900024,1510
2008-06-09,137.1100006,137.4799957,132.5,133.9100037,1393
2008-06-10,133.2100067,137.6900024,130.8200073,131.0200043,1832
2008-06-11,132.6000061,137.2299957,131.7299957,135.0200043,930
2008-06-12,133.5599976,136.6699982,131.3399963,136.0899963,723
2008-06-13,136.6699982,137.4600067,134.2200012,135.1100006,544
2008-06-16,135.1399994,139.1000061,132.9700012,134.7100067,996
2008-06-17,134.6100006,135.2400055,132.0099945,133.7200012,1411
2008-06-18,133.5899963,135.0399933,132.1999969,136.4400024,751
2008-06-19,136.7700043,137.3699951,131.9700012,132,1667
2008-06-20,132.9499969,136.75,131.5500031,134.8600006,998
2008-06-23,136.9700012,137.2799988,133.6900024,135.9100037,1175
2008-06-24,136.8099976,137.7200012,135.4700012,136.4600067,1660
2008-06-25,137.0200043,137.1799927,132.0700073,134.3300018,1438
2008-06-26,134.9400024,140.5500031,133.5500031,139.8300018,1771
2008-06-27,140.3800049,142.9100037,139.0299988,140.3099976,1472
2008-06-30,142.3500061,143.8600006,139.7599945,139.8300018,562
2008-07-01,141.6000061,143.3600006,140.3200073,140.6699982,811
2008-07-02,141.6399994,144.8999939,140.4900055,144.2599945,1064
2008-07-03,146.0800018,146.2700043,144.2700043,146.0800018,1064
2008-07-07,143.2700043,143.9499969,140.3699951,141.8699951,1332
2008-07-08,139.2700043,139.4299927,135.6199951,136.4299927,1547
2008-07-09,137.9900055,138.8500061,136.0800018,136.5800018,631
2008-07-10,136.4400024,142.4100037,136.2299957,142.0299988,1035
2008-07-11,144.7599945,147.4299927,141.6499939,144.4900055,1581
2008-07-14,143.7599945,145.2400055,142.3099976,143.9199982,699
2008-07-15,145.2799988,145.5099945,136.6499939,138.75,621
2008-07-16,139.0500031,140.2299957,134.4799957,135.8099976,415
2008-07-17,136.0599976,137.6300049,131.0399933,131.0700073,960
2008-07-18,132.8500061,133.1399994,130.0200043,130.1900024,573
2008-07-21,130.7200012,133.5099945,130.1999969,132.6100006,859
2008-07-22,132.8399963,133.7100067,127.8000031,129.5500031,849
2008-07-23,127.2699966,129.4499969,125.1500015,125.2900009,1292
2008-07-24,125.0599976,126.5199966,124.6299973,126.4400024,1099
2008-07-25,126.9100037,127.4300003,123.4499969,124.5199966,1159
2008-07-28,125.8700027,126.4499969,124.5599976,125.8399963,845
2008-07-29,125.3499985,126.75,121.2799988,122.7099991,1267
2008-07-30,122.1999969,127.5899963,121.5599976,127.0999985,1633
2008-07-31,126.2900009,127.4899979,122.9800034,123.9800034,1997
2008-08-01,122.0100021,127.9100037,122,124.1800003,855
2008-08-04,124.6600037,124.8499985,120.2099991,120.6800003,1339
2008-08-05,118.0899963,119.8099976,117,117.6999969,1105
2008-08-06,117.7900009,118.7200012,115.6999969,117,1216
2008-08-07,117.8899994,119.6999969,116.3000031,117.8600006,1534
2008-08-08,115.9599991,116.2799988,113.1699982,113.3300018,1523
2008-08-11,115.0899963,115.0899963,111.1200027,112.6699982,1630
2008-08-12,110.7300034,114.25,110.6699982,111.1500015,1568
2008-08-13,111.9100037,114.8199997,111.4800034,113.4700012,1053
2008-08-14,114.5100021,115.5100021,111.6500015,113.6800003,1132
2008-08-15,112.2600021,112.9599991,110.3600006,112.5500031,952
2008-08-18,113.1299973,113.8099976,110.8700027,111.9400024,1145
2008-08-19,111.1100006,115.3300018,110.75,113.25,1106
2008-08-20,114.0899963,115.4800034,111.6500015,114.3600006,1149
2008-08-21,117.3099976,120.7900009,117.3099976,120.1600037,802
2008-08-22,118.5199966,118.9899979,113.5599976,113.9199982,1049
2008-08-25,114.7900009,115.4800034,113.2300034,114.0299988,422
2008-08-26,114.3300018,116.3300018,113.75,114.6299973,961
2008-08-27,115.8000031,117.2799988,115.1600037,116.2200012,1082
2008-08-28,117.7600021,118.2900009,112.9000015,114.1699982,1015
2008-08-29,116.6999969,116.6999969,113.9899979,114.0500031,1015
2008-09-02,106.5500031,109.2200012,105.4199982,108.3399963,618
2008-09-03,107.0999985,108.2099991,106.2200012,108.0599976,812
2008-09-04,108.5100021,108.6600037,105.1900024,106.3000031,1352
2008-09-05,105.8700027,106.2300034,103.4800034,104.0899963,802
2008-09-08,105.4300003,105.5,102.4300003,103.4400024,938
2008-09-09,101.8000031,101.9800034,100.6600037,100.3399963,826
2008-09-10,100.8199997,101.3000031,98.12000275,98.97000122,1153
2008-09-11,98.66000366,100.0199966,97.06999969,97.63999939,1060
2008-09-12,98.29000092,98.91000366,96.5,97.58000183,255
2008-09-15,94.55000305,95.75,94.22000122,94.23999786,589
2008-09-16,90.18000031,91.93000031,89.08000183,89.22000122,689
2008-09-17,91.81999969,94.25,89.16999817,94.83999634,751
2008-09-18,98.43000031,98.43000031,94.37000275,95.19000244,840
2008-09-19,98.08999634,100.4100037,96.22000122,99.61000061,974
2008-09-22,102.2099991,106.3099976,102.2099991,106.0400009,1252
2008-09-23,103.8300018,105.1399994,100.7600021,103.0800018,848
2008-09-24,105.5999985,105.7699966,101.9300003,102.4499969,750
2008-09-25,101.0400009,104.9700012,100.7799988,104.5999985,668
2008-09-26,102.3399963,103.1900024,101.6699982,103.5400009,1058
2008-09-29,98.51000214,99.09999847,94.47000122,93.98000336,433
2008-09-30,95.98999786,98.83000183,95.55000305,98.16999817,678
2008-10-01,97.40000153,97.40000153,92.91000366,95.33000183,855
2008-10-02,92.34999847,93.19000244,90.51999664,90.55999756,1068
2008-10-03,90.81999969,92.11000061,88.12000275,90.25,993
2008-10-06,86.80999756,88.18000031,83.94999695,83.68000031,887
2008-10-07,86.12000275,87.80999756,82.91000366,84.66000366,849
2008-10-08,83.09999847,85.19999695,81.63999939,84.36000061,1069
2008-10-09,84.41000366,84.88999939,82.26999664,82.66000366,583
2008-10-10,78.69000244,78.69000244,74.25,74.08999634,971
2008-10-13,78.01000214,78.44000244,76.05000305,77.45999908,756
2008-10-14,79.23999786,79.33999634,74.77999878,74.52999878,765
2008-10-15,71.98000336,72.23000336,70.37999725,70.80000305,400
2008-10-17,67.77999878,71.75,67.77999878,69.59999847,703
2008-10-20,71.20999908,73.12000275,69.62999725,72.02999878,897
2008-10-21,68.94000244,69.98000336,68.16999817,69.72000122,253
2008-10-22,66.44999695,66.51000214,64.66000366,64.51999664,519
2008-10-23,64.48000336,67.30999756,64.48000336,65.91999817,461
2008-10-24,61.79999924,63.54000092,61.06999969,62.04999924,577
2008-10-27,61.34999847,63.49000168,60.24000168,61.40999985,386
2008-10-28,62.36000061,62.52999878,59.49000168,60.29000092,200
2008-10-29,64.5,66.69999695,63.75,65.47000122,318
2008-10-30,66.41999817,66.41999817,62.29000092,63.70999908,491
2008-10-31,61.20000076,66.09999847,60.99000168,65.31999969,275
2008-11-03,63.04000092,64.16999817,60.25999832,60.47999954,635
2008-11-04,61.33000183,67.66999817,61.13000107,66.44000244,955
2008-11-05,64.62000275,65.48999786,61.41999817,61.86999893,928
2008-11-06,61.11999893,61.20999908,56.81000137,57.43000031,1167
2008-11-07,57.59000015,59.06999969,57.18999863,57.34999847,515
2008-11-10,61.59000015,61.61000061,56.13999939,59.08000183,980
2008-11-11,57.11000061,57.54000092,54.97999954,55.70999908,723
2008-11-12,55.61999893,55.61999893,52,52.36999893,290
2008-11-14,55.52999878,56.08000183,53.61000061,54.24000168,191
2008-11-17,54.47000122,56.00999832,52.22000122,52.31000137,299
2008-11-18,52.68000031,53.11999893,51.77999878,51.84000015,125
2008-11-19,52.47000122,52.77999878,51.43000031,51.72000122,186
2008-11-20,48.97000122,50.18999863,47.45000076,48.08000183,624
2008-11-21,49.86999893,49.91999817,47.54999924,49.18999863,605
2008-11-24,50.15999985,54.49000168,49.54000092,53.93000031,318
2008-11-25,53.29999924,53.58000183,50.41999817,50.34999847,615
2008-11-26,52.06999969,54.31000137,50.79000092,53.91999817,758
2008-11-28,53.49000168,53.49000168,53.49000168,53.49000168,26
2008-12-01,50.15999985,50.41999817,47.99000168,47.97000122,1103
2008-12-02,48.29999924,48.91999817,45.5,45.43999863,900
2008-12-03,45.13999939,46.25,44.95000076,45.43999863,869
2008-12-04,44.5,45.5,42.22999954,42.27999878,519
2008-12-05,41.93999863,42.04999924,39.38000107,39.74000168,496
2008-12-08,43.06999969,44.02999878,42.34000015,43.41999817,433
2008-12-09,43.04999924,43.86999893,41.36000061,41.52999878,548
2008-12-10,43.22000122,45.09999847,41.11999893,42.40000153,284
2008-12-11,44.15000153,48.31000137,44.15000153,47.38999939,452
2008-12-12,44.56999969,47.04000092,43.40999985,46.40999985,668
2008-12-15,49.54000092,49.75999832,44.52000046,44.59999847,261
2008-12-17,47.43999863,48.29999924,45.47000122,45.52999878,747
2008-12-18,46.00999832,46.33000183,43.25,43.36000061,902
2008-12-19,44.02999878,45.04000092,43.33000183,44,568
2008-12-22,43.47000122,44.38000107,41.33000183,41.45000076,445
2008-12-23,41.90999985,41.90999985,39.36999893,40.36000061,772
2008-12-24,38.45000076,39.22999954,37,36.61000061,112
2008-12-26,37.33000183,38.65000153,37.06999969,38.36999893,64
2008-12-29,39.88000107,40.79000092,38.22999954,40.54999924,430
2008-12-30,39.77999878,40.63999939,38.66999817,40.15000153,377
2008-12-31,39.54999924,45.66999817,39.54999924,45.59000015,14
2009-01-02,46.90999985,46.90999985,46.90999985,46.90999985,50
2009-01-05,46.40000153,49.97999954,46.40000153,49.61999893,560
2009-01-06,51.77999878,52.13000107,49.59999847,50.52999878,203
2009-01-07,50.43000031,50.54999924,45.72999954,45.86000061,244
2009-01-08,45.81000137,46.34000015,43.79999924,44.66999817,370
2009-01-09,43.97999954,44.63000107,42.84999847,44.41999817,457
2009-01-12,42.95999908,43.38000107,42.65000153,42.90999985,256
2009-01-13,44.41999817,45.20999908,44.25,44.83000183,74
2009-01-14,44.84000015,45.61000061,43.84000015,45.08000183,139
2009-01-16,48.75,48.86999893,46.06000137,46.56999969,139
2009-01-20,44.25,45.59999847,43.20000076,43.61999893,216
2009-01-21,43.58000183,45.16999817,43.38000107,45.02000046,191
2009-01-22,44.72000122,45.38999939,43.41999817,45.38999939,140
2009-01-23,44.65999985,48.47999954,43.93000031,48.36999893,208
2009-01-26,47.66999817,49.5,46.83000183,46.95999908,259
2009-01-27,46.15000153,46.33000183,43.59000015,43.72999954,235
2009-01-28,44.63000107,46.13000107,43.90000153,44.90000153,423
2009-01-29,44.22999954,45.97000122,44.18999863,45.40000153,105
2009-01-30,45.83000183,47.47999954,45.63000107,45.88000107,114
2009-02-02,44.99000168,45.16999817,44.40000153,43.81999969,36
2009-02-03,44.40999985,44.50999832,43.90000153,44.08000183,143
2009-02-04,44.5,44.97999954,43.68000031,44.15000153,538
2009-02-05,44.88000107,46.47000122,44.18000031,46.45999908,134
2009-02-06,44.81999969,47.06000137,44.22999954,46.20999908,206
2009-02-09,48.20000076,48.20000076,46.43000031,46.02000046,42
2009-02-10,47.06000137,47.06000137,44.65999985,44.61000061,68
2009-02-11,45.16999817,45.29999924,44.06999969,44.27999878,240
2009-02-13,46.25999832,46.25999832,46.25999832,46.25999832,240
2009-02-17,42.45000076,42.45000076,42.45000076,42.45000076,240
2009-02-18,40.75,40.75,40.75,40.75,240
2009-02-19,43.27999878,43.27999878,43.27999878,43.27999878,240
2009-02-20,43.13999939,43.13999939,43.13999939,43.13999939,240
2009-02-23,42.27999878,42.27999878,42.27999878,42.36000061,2
2009-02-24,42.49000168,43.43999863,42.49000168,43.84000015,4
2009-02-25,44.20999908,45.47999954,44.18000031,45.41999817,176
2009-02-26,46.84999847,47.45999908,46.59999847,47.61000061,7
2009-02-27,46.27000046,46.56999969,46.27000046,47.20000076,4
2009-03-02,44.36999893,44.61000061,43,43.15999985,13
2009-03-03,43.54000092,44.59999847,42.90999985,44.56000137,9
2009-03-04,46.95000076,47.15000153,46,46.99000168,18
2009-03-05,45.93999863,45.93999863,44.04000092,44.77999878,12
2009-03-06,44.54000092,46.13999939,44.43000031,45.93999863,13
2009-03-09,45.59000015,45.93999863,45.27999878,45.34999847,16
2009-03-10,46.74000168,46.86000061,45.02999878,45.15000153,7
2009-03-11,44.27000046,44.61999893,42.49000168,42.54999924,20
2009-03-12,43.43000031,46.43999863,43.24000168,46.20000076,74
2009-03-13,46.72999954,47.29000092,45.16999817,45.88000107,35
2009-03-16,44.02000046,46.72999954,43.79000092,46.45999908,83
2009-03-17,46.93000031,48.63000107,46.29000092,48.24000168,52
2009-03-18,47.58000183,48.88000107,46.09000015,47.65999985,99
2009-03-19,50.99000168,51.16999817,49.58000183,50.66999817,91
2009-03-20,50.24000168,51.59999847,49.93999863,51.22000122,36
2009-03-23,51.61999893,53.81999969,51.18000031,53.47000122,59
2009-03-24,53.06000137,53.54000092,52.54000092,53.5,5
2009-03-25,51.91999817,53.45999908,51.20000076,51.75,82
2009-03-26,53.29000092,53.77000046,52.50999832,53.45999908,79
2009-03-27,51.95000076,52.22000122,51.22000122,51.97999954,92
2009-03-30,50.38000107,50.52999878,47.68999863,47.99000168,74
2009-03-31,49.09000015,49.66999817,47.50999832,49.22999954,31
2009-04-01,47.61999893,48.66999817,47.29000092,48.43999863,82
2009-04-02,51.54000092,53.02000046,51.41999817,52.75,194
2009-04-03,52.29000092,53.5,51.56000137,53.47000122,10
2009-04-06,52.25,53.09000015,51.18000031,52.24000168,76
